gbifID,locality,stateProvince,individualCount,decimalLatitude,decimalLongitude,day,month,year
5391072812,Kanha TR--Jamun Tola Range,Madhya Pradesh,2.0,22.3607,80.6218,30,12,2023
5391028773,Girnar Forest--Narayan Dharo,Gujarat,4.0,21.527073,70.491325,21,2,2024
5390779697,"Damodara, Rajasthan, IN (26.867, 70.634)",Rajasthan,1.0,26.867256,70.63427,19,12,2024
5390634546,"Jabalpur, Madhya Pradesh, IN (23.161, 79.955)",Madhya Pradesh,4.0,23.160929,79.955154,1,10,2024
5390525975,Bandhavgarh Tiger Reserve--Tala Gate,Madhya Pradesh,1.0,23.715807,81.02234,2,4,2023
5390428699,Bikaner (OBI),Rajasthan,,28.03927,73.315765,27,1,2015
5390313187,"Madhai, Kundam, Jabalpur",Madhya Pradesh,3.0,23.320404,80.51389,7,3,2021
5390145661,Gandhisagar Sanctuary,Madhya Pradesh,2.0,24.655005,75.53272,1,2,2020
5390057458,"Kheda, Madhya Pradesh, IN (24.639, 75.405)",Madhya Pradesh,2.0,24.639355,75.40506,2,3,2024
5389942871,Pench Tiger Reserve--Turia Zone,Madhya Pradesh,2.0,21.739643,79.33436,24,5,2023
5389730734,"Bador, Madhya Pradesh, IN (24.671, 80.061)",Madhya Pradesh,3.0,24.670998,80.06137,6,12,2024
5389672876,"Hinouta Plateau, Panna National Park",Madhya Pradesh,50.0,24.626541,79.97282,8,12,2024
5389346404,Panna Tiger Reserve--Madla Zone,Madhya Pradesh,2.0,24.690823,79.98951,13,10,2024
5389101818,Kanha NP--Mukki Zone,Madhya Pradesh,3.0,22.158897,80.66334,14,11,2024
5388902634,Gwalior Fort,Madhya Pradesh,6.0,26.229395,78.16944,19,2,2024
5388853189,Sukhi Sewania,Madhya Pradesh,6.0,23.353086,77.48998,7,2,2021
5388849831,"NCBS-TIFR Field Station, Pachmarhi",Madhya Pradesh,1.0,22.460272,78.41943,27,11,2024
5388631391,Pachmarhi--Twynam Pool,Madhya Pradesh,,22.478287,78.42485,21,11,2019
5388496254,Ranthambore NP--Zone 6,Rajasthan,3.0,25.964489,76.39039,25,12,2024
5388438189,Jinaj Pond,Gujarat,10.0,22.402561,72.60153,30,11,2023
5388231657,Kanha NP--Mukki Zone,Madhya Pradesh,3.0,22.158897,80.66334,30,6,2024
5388162586,Kumbalgarh Fort,Rajasthan,3.0,25.148535,73.581924,10,4,2024
5388143283,"Gandhavayal, Near Lingapuram, Sirumugai",Tamil Nadu,2.0,11.353984,77.00077,25,8,2016
5388094619,"Hinouta Plateau, Panna National Park",Madhya Pradesh,35.0,24.626541,79.97282,6,2,2024
5388087513,"Panj, Guna",Madhya Pradesh,6.0,24.55682,77.236115,12,1,2018
5387990995,"Unnamed Road, Mandla, Madhya Pradesh, IN (22.341, 80.596)",Madhya Pradesh,2.0,22.34129,80.59623,16,2,2024
5387912308,"India, Ranthambore Tiger Reserve",Rajasthan,1.0,25.981098,76.36773,6,2,2017
5387638218,Pench National Park--Sillari Gate,Maharashtra,1.0,21.58837,79.28329,21,2,2024
5387613384,"Kenapi walk, Sarhi",Madhya Pradesh,4.0,22.403,80.6625,16,2,2024
5387571408,Kanha,Madhya Pradesh,1.0,22.20502,80.65625,24,2,2024
5387552312,"Bichhiya, Mandla IN-MP 22.36452, 80.65670",Madhya Pradesh,1.0,22.364525,80.6567,16,2,2024
5387519574,Bandhavgarh NP--Fort,Madhya Pradesh,10.0,23.68291,81.035484,21,9,2024
5387517596,Ranthambore NP--Zone 2,Rajasthan,5.0,26.007303,76.46159,15,1,2024
5387514956,Gwalior Fort,Madhya Pradesh,4.0,26.229395,78.16944,6,10,2023
5387443652,"Chichrugapur, Madhya Pradesh, IN (22.144, 80.668)",Madhya Pradesh,3.0,22.144361,80.66828,28,12,2024
5387407109,"Chiraidongri - Kanha Road, Kisli, Madhya Pradesh, IN (22.304, 80.537)",Madhya Pradesh,6.0,22.304098,80.53712,21,10,2024
5387378417,"Unnamed Road, Suplai, Madhya Pradesh, IN (22.441, 78.034)",Madhya Pradesh,5.0,22.440874,78.03414,26,2,2022
5387273071,Kanha NP--Mukki Zone,Madhya Pradesh,2.0,22.158897,80.66334,16,6,2024
5387241247,Satpura TR--Madai,Madhya Pradesh,1.0,22.558378,78.148094,4,3,2021
5387162104,"Bichhiya, Mandla IN-MP 22.35879, 80.64545",Madhya Pradesh,24.0,22.358791,80.64545,16,2,2024
5387157407,"Unnamed Road, Majholi, Madhya Pradesh, IN (24.539, 79.94)",Madhya Pradesh,2.0,24.538986,79.9404,7,12,2024
5387112322,"Shubhas Road, Pachmarhi, Madhya Pradesh, IN (22.473, 78.436)",Madhya Pradesh,1.0,22.473059,78.43562,21,4,2020
5386795038,"Moyar Vally, Tamil Nadu",Tamil Nadu,1.0,11.608678,76.693695,30,11,2021
5386681826,Madai,Madhya Pradesh,11.0,22.526218,78.18669,23,12,2017
5386554719,Kanha NP--Mukki Zone,Madhya Pradesh,5.0,22.158897,80.66334,27,3,2024
5386292127,"Pashangarh, Taj Safari Lodge, Panna",Madhya Pradesh,4.0,24.67266,80.17796,28,2,2022
5386251046,"Jatashankar Road, Pachmarhi, Madhya Pradesh, IN (22.478, 78.438)",Madhya Pradesh,1.0,22.478046,78.4383,19,4,2020
5386054988,Panna Tiger Reserve,Madhya Pradesh,,24.59011,79.94105,12,3,2024
5386018976,Sariska Tiger Reserve--Karna ka Vas,Rajasthan,1.0,27.368265,76.39878,24,10,2022
5385935679,Dhoopgarh,Madhya Pradesh,1.0,22.456884,78.394966,6,3,2021
5385906164,"Sehrai Ginnor, Madhya Pradesh, IN (22.855, 77.54)",Madhya Pradesh,7.0,22.855192,77.53953,21,3,2024
5385860395,"Ramdevara Betta, Ramanagara",Karnataka,1.0,12.752204,77.3003,17,3,2024
5385569709,Kanha NP--Kisli Zone,Madhya Pradesh,6.0,22.298626,80.55058,17,2,2021
5385532038,Orchha Fort area,Madhya Pradesh,4.0,25.352829,78.630844,15,11,2019
5385458680,"Unnamed Road, Kaimasan, Madhya Pradesh, IN (24.666, 80.067)",Madhya Pradesh,3.0,24.66578,80.06718,7,12,2024
5385430250,"Amapani, Madhya Pradesh, IN (23.123, 79.236)",Madhya Pradesh,70.0,23.123474,79.23562,14,1,2023
5385408060,Chittorgarh Fort,Rajasthan,4.0,24.887993,74.63536,28,11,2017
5385305975,"Shivpurwa, Madhya Pradesh, IN (24.635, 82.496)",Madhya Pradesh,1.0,24.635021,82.495865,27,1,2024
5385301091,"Madla Gate, Panna tiger reserve",Madhya Pradesh,2.0,24.728943,80.00993,12,3,2024
5385227203,Desert NP (DNP) & Surroundings--General Area,Rajasthan,13.0,26.905807,70.80606,23,8,2015
5385062675,"Basantpura, Madhya Pradesh, IN (25.811, 77.206)",Madhya Pradesh,8.0,25.81071,77.206116,23,11,2019
5385060434,"Unnamed Road, Rori Ghat, Madhya Pradesh, IN (22.431, 78.373)",Madhya Pradesh,2.0,22.430891,78.37311,12,9,2018
5385049920,Forsyth Lodge,Madhya Pradesh,20.0,22.595688,78.14999,5,1,2019
5385043155,Kanha NP--Mukki Zone,Madhya Pradesh,3.0,22.158897,80.66334,31,12,2024
5384870094,Bandhavgarh NP,Madhya Pradesh,8.0,23.690413,81.01825,11,2,2024
5384820014,"Unnamed Road, Sasan, Gujarat, IN (21.225, 70.572)",Gujarat,9.0,21.225182,70.5717,30,12,2020
5384722865,"Girnar Ropeway, Junagadh IN-Gujarat (21.5280,70.5254)",Gujarat,10.0,21.527956,70.52541,24,11,2024
5384642705,Ranthambore NP,Rajasthan,2.0,26.012978,76.503296,24,1,2009
5384603208,Bandhavgarh NP,Madhya Pradesh,1.0,23.690413,81.01825,24,3,2019
5384550266,Kanha NP--Mukki Zone,Madhya Pradesh,13.0,22.158897,80.66334,2,6,2024
5384416874,"Deem, Madhya Pradesh, IN (24.066, 81.551)",Madhya Pradesh,2.0,24.065802,81.55133,5,4,2024
5384282390,Bayana - cliffs,Rajasthan,4.0,26.896791,77.28311,1,2,2019
5384263224,"Ramdevara Betta, Ramanagara",Karnataka,2.0,12.752204,77.3003,3,3,2019
5384250652,Ranthambore NP--Zone 6,Rajasthan,2.0,25.964489,76.39039,4,4,2024
5383901907,Bandhavgarh Tiger Reserve--Khitauli Zone,Madhya Pradesh,2.0,23.73939,80.95715,23,6,2024
5383695805,"Unnamed Road, Hinglajgarh, Madhya Pradesh, IN (24.749, 75.765)",Madhya Pradesh,1.0,24.748878,75.76548,2,3,2024
5383677069,"Panna Khajuraho Road, Panna IN-MP 24.73055, 80.00993",Madhya Pradesh,3.0,24.730547,80.009926,26,4,2024
5383612814,"Chambal River, Kota IN-RJ 25.13850, 75.78932",Rajasthan,9.0,25.138494,75.789314,11,9,2022
5383543279,Pench Tiger Reserve--Turia Zone,Madhya Pradesh,1.0,21.739643,79.33436,16,4,2010
5383481437,"Rampur, Madhya Pradesh, IN (24.487, 79.908)",Madhya Pradesh,9.0,24.487186,79.90776,7,12,2024
5383475729,Kuno National Park--Durrendi Forest Camp,Madhya Pradesh,14.0,25.741611,77.1372,16,2,2024
5383474481,Kanha Tiger Reserve,Madhya Pradesh,1.0,22.29545,80.5957,18,6,2024
5383334479,"Rampura Pathar , Forest RestHouse , Karanpura Block, Madhya Pradesh, IN (24.695, 75.553)",Madhya Pradesh,2.0,24.694767,75.55292,12,2,2021
5383136020,"Madhopur, Madhya Pradesh, IN (22.367, 80.655)",Madhya Pradesh,3.0,22.3673,80.65452,14,6,2024
5383092904,Orccha--Royal Chhatris,Madhya Pradesh,2.0,25.344854,78.63818,16,9,2024
5382992138,"Baihar, Madhya Pradesh, IN (22.253, 80.547) Kisli Safari Zone",Madhya Pradesh,8.0,22.253172,80.54725,9,5,2024
5382730779,Ranthambore NP--Zone 2,Rajasthan,5.0,26.007303,76.46159,15,1,2024
5382310987,Kanha NP--Mukki Zone,Madhya Pradesh,9.0,22.158897,80.66334,28,10,2024
5382218455,"Magdhi, Madhya Pradesh, IN (23.616, 81.024)",Madhya Pradesh,3.0,23.615551,81.024284,24,5,2024
5382198779,Kanha Tiger Reserve,Madhya Pradesh,3.0,22.29545,80.5957,14,4,2019
5382143188,Sanchi,Madhya Pradesh,1.0,23.480734,77.737526,22,12,2024
5382067929,Bayana Cliffs,Rajasthan,6.0,26.893597,77.279335,5,12,2024
5381827932,"Banjar River, near Mukki Gate",Madhya Pradesh,1.0,22.144562,80.66587,6,3,2024
5381635951,Kanha NP--Mukki Zone,Madhya Pradesh,28.0,22.158897,80.66334,28,3,2024
5381610191,Pachmarhi--Overall,Madhya Pradesh,,22.46436,78.42446,22,4,2015
5381579881,Kanha NP--Mukki Zone,Madhya Pradesh,25.0,22.158897,80.66334,6,6,2024
5381526412,Kanha NP--Mukki Zone,Madhya Pradesh,8.0,22.158897,80.66334,3,6,2024
5381436227,"Chambal River, Kota IN-RJ 25.12297, 75.72762",Rajasthan,13.0,25.122972,75.727615,18,6,2024
5381378577,Rani Durgawati WLS,Madhya Pradesh,10.0,23.534588,79.74788,7,10,2018
5381298565,"Dara, Rajasthan, IN (24.833, 76.015)",Rajasthan,2.0,24.832672,76.015076,18,12,2024
5381142165,Rundera - Surrounds near highway,Rajasthan,35.0,24.617392,74.05723,19,12,2019
5381007238,Satpura TR--Madai,Madhya Pradesh,5.0,22.558378,78.148094,19,3,2024
5380687496,"Khamhar Wah, Madhya Pradesh, IN (23.567, 81.131)",Madhya Pradesh,1.0,23.56702,81.13085,24,5,2024
5380655396,Chindwada (OBI),Madhya Pradesh,3.0,22.06232,78.94065,31,8,2024
5380508378,Kanha,Madhya Pradesh,6.0,22.20502,80.65625,16,2,2024
5380504430,"satpura tiger reserve, pathai buffer",Madhya Pradesh,4.0,22.610338,78.09098,28,12,2017
5380485486,"Ramdevara Betta, Ramanagara--Ramanagar Climbing Spot",Karnataka,2.0,12.749831,77.302124,14,9,2024
5380295457,Bandhavgarh NP,Madhya Pradesh,6.0,23.690413,81.01825,12,6,2024
5380099971,"Ramdevara Betta, Ramanagara--Ramanagar Climbing Spot",Karnataka,1.0,12.749831,77.302124,25,2,2023
5380057292,Bandhavgarh NP,Madhya Pradesh,5.0,23.690413,81.01825,11,2,2024
5380023190,"Madhav national park, Shivpuri",Madhya Pradesh,6.0,25.422976,77.697395,14,1,2018
5379931083,Ranthambore NP--Zone 4,Rajasthan,1.0,26.045815,76.473236,9,2,2024
5379792082,Ranthambore TP--Zone 10,Rajasthan,2.0,25.936455,76.39901,19,10,2024
5379490429,"SDTR Dewri Dam, Kathautiya, Madhya Pradesh, IN (23.963, 82.132)",Madhya Pradesh,2.0,23.96261,82.1322,26,1,2024
5379371954,"Shenale Ghat, Mandangad",Maharashtra,1.0,18.00249,73.306404,13,9,2021
5379354446,Ranthambore NP--Zone 1,Rajasthan,1.0,26.005728,76.426994,11,1,2024
5379293806,Ranthambore TR--Zone 8,Rajasthan,,25.92779,76.3391,16,12,2024
5379275516,Eklingji lake,Rajasthan,2.0,24.739323,73.72078,21,1,2024
5379275165,Pachmarhi Biosphere Reserve -- Bee Falls,Madhya Pradesh,1.0,22.474174,78.40759,9,3,2024
5379272510,"Bhopal, Madhya Pradesh, IN (23.172, 77.436)",Madhya Pradesh,1.0,23.17173,77.43623,10,5,2024
5379261139,Satpura TR--Madai,Madhya Pradesh,2.0,22.558378,78.148094,18,12,2024
5379162170,"Route back to Madhai camp, Satpura National Park, Hoshangabad IN-MP (22.5400,78.0839)",Madhya Pradesh,3.0,22.539967,78.0839,27,2,2022
5379021985,Panna Tiger Reserve,Madhya Pradesh,2.0,24.59011,79.94105,12,3,2024
5378891217,"Unnamed Road, Sawant Kothadi, Madhya Pradesh, IN (24.674, 75.769)",Madhya Pradesh,3.0,24.673569,75.76879,2,3,2024
5378804765,"Bichhiya, Mandla IN-MP 22.36809, 80.65316",Madhya Pradesh,5.0,22.368088,80.65316,17,2,2024
5378761802,Kanha NP--Kanha Zone,Madhya Pradesh,4.0,22.280678,80.62371,17,2,2024
5378731343,Pardhi Walk Leg 2--Valley to gorge near Chhapar along Kilkila Nadi,Madhya Pradesh,1.0,24.765646,80.16531,8,3,2022
5378623941,Ganesh ghati Camp,Madhya Pradesh,7.0,24.466885,79.65384,6,12,2024
5378602163,Kanha NP--Kanha Zone,Madhya Pradesh,1.0,22.280678,80.62371,30,11,2024
5378556559,"Barda, Madhya Pradesh, IN (24.646, 75.372)",Madhya Pradesh,3.0,24.646395,75.37224,12,3,2022
5378376195,Kanha Tiger Reserve,Madhya Pradesh,5.0,22.29545,80.5957,16,6,2024
5378220210,Ranthambore TP--Zone 10,Rajasthan,3.0,25.936455,76.39901,11,5,2024
5377988536,"Rajasthan State Highway 33, Jamoonya, Rajasthan, IN (25.056, 75.729)",Rajasthan,50.0,25.056452,75.72894,20,9,2021
5377850697,Rani Durgawati WLS,Madhya Pradesh,12.0,23.534588,79.74788,14,2,2021
5377717849,Ranthambore NP,Rajasthan,,26.012978,76.503296,13,3,2005
5377591153,Jorbeer Vulture Conservation Centre,Rajasthan,1.0,27.9659,73.37647,11,12,2023
5377463970,"Meda Uparla, Rajasthan, IN (25,226, 72,752)",Rajasthan,1.0,25.225565,72.75198,28,2,2024
5377344242,Kanha NP--Mukki Zone,Madhya Pradesh,1.0,22.158897,80.66334,18,12,2024
5377273333,Madhav National Park,Madhya Pradesh,,25.44512,77.718445,12,2,2013
5377203226,Ranthambore NP--Zone 6,Rajasthan,2.0,25.964489,76.39039,13,11,2024
5377101599,Kanha NP--Mukki Zone,Madhya Pradesh,4.0,22.158897,80.66334,14,3,2024
5377021938,Orchha Fort,Madhya Pradesh,2.0,25.350756,78.6427,17,10,2021
5377010610,Bharatpur--Malah Road Marsh,Rajasthan,1.0,27.197205,77.49592,30,1,2021
5376796149,Ranthambore NP,Rajasthan,,26.012978,76.503296,14,11,2009
5376783094,Sanchi,Madhya Pradesh,10.0,23.480734,77.737526,21,6,2024
5376707570,"Badgadi Kalan, Madhya Pradesh, IN (24.597, 79.931)",Madhya Pradesh,3.0,24.597006,79.93137,12,6,2022
5376418756,"Rajghat, Madhya Pradesh, IN (24.553, 82.452)",Madhya Pradesh,1.0,24.552559,82.45152,27,1,2024
5376383600,outskirts of Kota (OBI),Rajasthan,2.0,25.04229,75.79308,16,10,2021
5376354922,Kanha NP--Mukki Zone,Madhya Pradesh,10.0,22.158897,80.66334,20,4,2024
5376344159,"Karipadar To  Orchha Forest Chowki,Madhya Pradesh, IN (25.302, 78.616)",Madhya Pradesh,4.0,25.301916,78.61575,16,10,2022
5376277220,"Gwalior, Madhya Pradesh, IN (26.224, 78.169)",Madhya Pradesh,5.0,26.224243,78.16863,5,9,2023
5376179420,"Vulture site, near Tamoriya, Circle Katangi, Range Patan, Distt.",Madhya Pradesh,71.0,23.383951,79.72167,11,1,2019
5376158907,"Dalkhaniya-Dhari via Krangsa Road, Amreli IN-GJ (21.2319,70.9643)",Gujarat,2.0,21.231913,70.96431,7,1,2024
5376157747,"satpura tiger reserve, pathai buffer",Madhya Pradesh,4.0,22.610338,78.09098,28,12,2017
5376151897,"Hinglajgarh, Madhya Pradesh, IN (24.742, 75.795)",Madhya Pradesh,15.0,24.741869,75.79451,2,3,2024
5376098182,Bandhavgarh Tiger Reserve--Tala Gate,Madhya Pradesh,3.0,23.715807,81.02234,10,2,2024
5376011014,Jodbeer,Rajasthan,1.0,27.963627,73.389915,17,11,2018
5375858472,Kanha Tiger Reserve--Sarhi zone,Madhya Pradesh,14.0,22.381071,80.63933,29,5,2024
5375836098,Nandsmand And Surrounding Areas(Haldighati And Losing),Rajasthan,1.0,24.925611,73.77542,29,2,2024
5375677855,Kanha NP--Kanha Zone,Madhya Pradesh,,22.280678,80.62371,2,2,2020
5375579747,"Ramdevara Betta, Ramanagara--Ramanagar Climbing Spot",Karnataka,1.0,12.749831,77.302124,14,1,2024
5375276073,Rani Durgawati WLS,Madhya Pradesh,3.0,23.534588,79.74788,24,3,2024
5375137978,Reni Pani Jungle Lodge,Madhya Pradesh,2.0,22.61851,78.12246,25,9,2019
5374831537,Desert NP (DNP) & Surroundings--Sudasari,Rajasthan,3.0,26.722372,70.60445,13,9,2018
5374721265,"Bichhiya, Mandla IN-MP 22.33667, 80.60204",Madhya Pradesh,10.0,22.33667,80.60204,18,2,2024
5374711867,Desert NP (DNP)  and  Surroundings--Sudasari,Rajasthan,2.0,26.722372,70.60445,11,12,2007
5374656016,"Kachha, Madhya Pradesh, IN (24.656, 80.093)",Madhya Pradesh,1.0,24.656033,80.092514,6,12,2024
5374630212,Satpura TR--Madai,Madhya Pradesh,1.0,22.558378,78.148094,14,12,2024
5374628569,Kanha NP--Kanha Zone,Madhya Pradesh,5.0,22.280678,80.62371,18,3,2024
5374599790,"Bandhavgarh National Park, Bandhogarh IN-MP 23.69700, 81.02944",Madhya Pradesh,19.0,23.696995,81.02944,24,3,2024
5374586409,Pench Tiger Reserve--Karmajhiri Zone,Madhya Pradesh,4.0,21.825724,79.31927,30,3,2024
5374395787,Kanha NP--Mukki Zone,Madhya Pradesh,3.0,22.158897,80.66334,29,1,2024
5374373361,"Bichhiya, Mandla IN-MP 22.32760, 80.58186",Madhya Pradesh,4.0,22.327595,80.58186,15,2,2024
5374332165,"Madhya Pradesh State Highway 10, Pawai Ghat, Madhya Pradesh, IN (24.301, 80.133)",Madhya Pradesh,25.0,24.30101,80.13326,8,12,2024
5374269792,Kanha Tiger Reserve--Mukki Gate,Madhya Pradesh,11.0,22.154728,80.67288,20,4,2024
5374188570,"Unknown Location - (24.901, 73.717)",Rajasthan,2.0,24.900879,73.71667,10,1,2018
5374133851,"Mahuva, Gujarat, IN (21.084, 71.776)",Gujarat,7.0,21.09182,71.791756,23,1,2022
5374065038,"Chambal River, Kota IN-RJ 25.14168, 75.78285",Rajasthan,19.0,25.141684,75.78285,20,5,2022
5373801029,"Unnamed Road, Panna, Madhya Pradesh, IN (24.655, 80.056)",Madhya Pradesh,2.0,24.655209,80.055916,8,12,2024
5373504370,"Janakpur, Madhya Pradesh, IN (24.713, 80.023)",Madhya Pradesh,1.0,24.713371,80.023125,7,12,2024
5373400890,Ranthambore NP--Zone 1,Rajasthan,1.0,26.005728,76.426994,16,1,2024
5373357984,Kota--Chambal Gorge,Rajasthan,7.0,25.15184,75.808365,18,1,2024
5373316457,"Aranyak Resort, Kuchwahi Village, Bandhavgarh",Madhya Pradesh,,23.726858,81.035995,17,4,2024
5373165133,Tamhini Forest,Maharashtra,2.0,18.445957,73.42659,10,3,2024
5373085296,"Bisanpura, Madhya Pradesh, IN (22.202, 80.598)",Madhya Pradesh,8.0,22.201971,80.59835,21,10,2024
5373065384,"Unnamed Road, Suplai, Madhya Pradesh, IN (22.456, 78.101)",Madhya Pradesh,5.0,22.456146,78.1008,3,3,2021
5373043276,"15 Sept 2022 23:46-26.223, 78.166",Madhya Pradesh,5.0,26.223045,78.16598,21,2,2024
5373012253,Kanha NP--Mukki Zone,Madhya Pradesh,6.0,22.158897,80.66334,31,12,2024
5373010227,"Gambhirwadi, Maharashtra, IN (19.722, 73.764)",Maharashtra,1.0,19.722403,73.764145,26,1,2024
5372979635,Pench National Park--Sillari Gate,Maharashtra,1.0,21.58837,79.28329,12,8,2024
5372894691,"Sarhi..ronda..bit code srrdn46/72 compartment no 647-Madhya Pradesh, IN (22.367, 80.586)",Madhya Pradesh,3.0,22.366812,80.586075,19,2,2021
5372780461,Ranthambore NP,Rajasthan,7.0,26.012978,76.503296,13,12,2003
5372658840,Ranthambore NP,Rajasthan,1.0,26.012978,76.503296,6,2,2012
5372602677,Gir Wildlife Sanctuary--Route 6/2,Gujarat,4.0,21.189533,70.58188,6,2,2020
5372495364,Jalgali,Madhya Pradesh,1.0,22.453608,78.37837,3,2,2019
5372481086,Panna Tiger Reserve,Madhya Pradesh,3.0,24.59011,79.94105,8,2,2024
5372472096,"Kaimasan, Madhya Pradesh, IN (24.655, 80.063)",Madhya Pradesh,21.0,24.6548,80.063065,7,12,2024
5372330285,"Gandhi Sagar Wildlife Sanctuary, Mandsaur IN-MP 24.66484, 75.59195",Madhya Pradesh,1.0,24.66484,75.59195,1,3,2024
5372290216,"Madhya Pradesh, IN (22.336, 80.589)",Madhya Pradesh,2.0,22.335806,80.58884,8,1,2022
5372285459,"Unnamed Road, Hinglajgarh, Madhya Pradesh, IN (24.689, 75.777)",Madhya Pradesh,1.0,24.689215,75.77687,2,3,2024
5372279426,"Rajasthan State Highway 33, Daulatganj at, Rajasthan, IN (25.102, 75.778)",Rajasthan,12.0,25.101887,75.77771,8,9,2024
5372215029,"Karanpura Block, Madhya Pradesh, IN (24.655, 75.592)",Madhya Pradesh,11.0,24.654669,75.59173,2,3,2024
5372135710,"Woods At Sasan, Gujarat, IN (21.124, 70.571)",Gujarat,5.0,21.124468,70.570786,1,11,2024
5372057153,Kongahalli,Tamil Nadu,1.0,11.654548,76.864815,17,11,2024
5372043502,Twynum Pool,Madhya Pradesh,2.0,22.47803,78.42263,5,3,2021
5371992020,"Sarhi..ronda..bit code srrdn46/72 compartment no 647-Madhya Pradesh, IN (22.351, 80.599)",Madhya Pradesh,11.0,22.35086,80.59884,20,2,2021
5371917170,Hazaribagh Pinjrapole Gaushala,Jharkhand,5.0,23.963,85.426,3,11,2024
5371505537,Bandhavgarh NP- Tala Gate,Madhya Pradesh,1.0,23.721516,81.01988,12,11,2021
5371499101,Kanha NP--Kisli Zone,Madhya Pradesh,35.0,22.298626,80.55058,15,5,2024
5371393773,"Junagadh, Gujarat, IN (21.171, 70.6)",Gujarat,1.0,21.17055,70.600105,12,4,2024
5371300681,"Magdhi, Madhya Pradesh, IN (23.589, 81.019)",Madhya Pradesh,4.0,23.588688,81.01904,24,5,2024
5371156330,"Unnamed Road, Hinglajgarh, Madhya Pradesh, IN (24.749, 75.765)",Madhya Pradesh,1.0,24.748878,75.76548,2,3,2024
5370983653,Denwa River to Dahliya camp,Madhya Pradesh,1.0,22.477179,78.50982,3,2,2019
5370755911,Ranthambore NP--Zone 2,Rajasthan,1.0,26.007303,76.46159,7,10,2024
5370552295,"Banjar River, near Mukki Gate",Madhya Pradesh,1.0,22.144562,80.66587,9,3,2024
5370391274,Ganesh ghati Camp,Madhya Pradesh,7.0,24.466885,79.65384,6,12,2024
5370270855,"Unnamed Road, Mandla, Madhya Pradesh, IN (22.334, 80.599)",Madhya Pradesh,8.0,22.333693,80.59901,16,6,2024
5370249475,Bandhavgarh Tiger Reserve--Khitauli Gate,Madhya Pradesh,3.0,23.699034,80.97598,22,3,2019
5370172382,"Lakarda, Ranthambore National Park",Rajasthan,1.0,26.052336,76.495735,23,6,2024
5370092927,"Ramdevara Betta, Ramanagara--Ramanagar Climbing Spot",Karnataka,2.0,12.749831,77.302124,14,9,2024
5370057732,"Mahadeo Road, Pachmarhi Cantt, Madhya Pradesh, IN (22.437, 78.419)",Madhya Pradesh,1.0,22.436966,78.419235,28,1,2019
5369893223,"Palkoha, Madhya Pradesh, IN (24.588, 79.84)",Madhya Pradesh,3.0,24.588394,79.83977,7,12,2024
5369748902,Panna Tiger Reserve--Hinnauta Gate,Madhya Pradesh,2.0,24.64262,80.01597,12,10,2024
5369701515,Ranthambore NP--Ranthambore Fort,Rajasthan,1.0,26.02,76.45306,25,10,2022
5369682339,"Bhopal, Madhya Pradesh, IN (23.172, 77.436)",Madhya Pradesh,6.0,23.17173,77.43623,18,9,2024
5369643005,Ranthambore NP--Zone 4,Rajasthan,3.0,26.045815,76.473236,19,10,2023
5369613108,"Rampur, Madhya Pradesh, IN (24.487, 79.907)",Madhya Pradesh,1.0,24.487087,79.90665,6,12,2024
5369534907,Kanha NP--Mukki Zone,Madhya Pradesh,10.0,22.158897,80.66334,23,6,2024
5369298435,"Suryadev Camp To Watch Tower Camp,Madhya Pradesh, IN (22.478, 78.172)",Madhya Pradesh,4.0,22.477516,78.17177,3,2,2019
5369191438,Ranthambhore NP--Zone 5,Rajasthan,,26.06993,76.48518,23,3,2024
5369050945,"Hinouta Plateau, Panna National Park",Madhya Pradesh,46.0,24.626541,79.97282,7,12,2024
5369039036,Pisua,Madhya Pradesh,4.0,22.610348,78.41098,4,3,2021
5369028200,Ranthambore NP,Rajasthan,12.0,26.012978,76.503296,12,2,2006
5368851834,"Goindwar, Madhya Pradesh, IN (24.035, 81.519)",Madhya Pradesh,12.0,24.0352,81.51946,26,1,2024
5368649547,"Jhalar Khamariya, Madhya Pradesh, IN (24.584, 79.904)",Madhya Pradesh,5.0,24.583952,79.903915,7,12,2024
5368625560,Ranthambore NP,Rajasthan,3.0,26.012978,76.503296,7,12,2007
5368162158,Sinhsadan,Gujarat,1.0,21.170807,70.60044,16,11,2024
5368009077,"Kathari Bilhata, Madhya Pradesh, IN (24.571, 79.957)",Madhya Pradesh,7.0,24.570766,79.95712,7,12,2024
5367929298,Chirgaon,Maharashtra,2.0,18.132275,73.139084,29,9,2024
5367907705,"Kakra Seha Camp Vulture point Cliff, Madhya Pradesh, IN (24.533, 79.833)",Madhya Pradesh,1.0,24.53261,79.83284,6,12,2024
5367853270,Torna,Maharashtra,12.0,18.275919,73.62096,23,2,2019
5367824347,Bandhavgarh Tiger Reserve--Tala Gate,Madhya Pradesh,1.0,23.715807,81.02234,7,4,2024
5367756475,Desert NP (DNP) & Surroundings--Sudasari,Rajasthan,1.0,26.722372,70.60445,28,1,2022
5367736706,Jagnath WLS (Dhawla Village),Rajasthan,2.0,25.272444,72.693214,30,11,2022
5367678247,Panna Tiger Reserve--Madla Zone,Madhya Pradesh,3.0,24.690823,79.98951,11,10,2024
5367650172,Kanha NP--Mukki Zone,Madhya Pradesh,1.0,22.158897,80.66334,21,2,2024
